Date,Category,Subcategory,Company,District,Emissions,Percentage_of_Total
2023-03-17,Transportation,Ports & Shipping,South Asia Gateway Terminals,Anuradhapura,270.41,18.93
2023-06-12,Financial Services,Other Financial Services,Union Assurance,Puttalam,926.8,14.84
2023-07-12,Transportation,Ports & Shipping,John Keells Logistics,Moneragala,544.75,12.71
2023-07-03,Leisure,Hotel Ownership,Walkers Tours,Galle,247.87,6.86
2023-08-24,Leisure,Destination Management,Cinnamon Hotels & Resorts,Colombo,1130.59,21.54
2023-10-06,Leisure,Hotel Management,Walkers Tours,Kegalle,439.21,16.81
2023-10-15,Information Technology,Software Services,John Keells IT,Mullaitivu,684.51,1.54
2023-05-01,Leisure,Hotel Management,Cinnamon Hotels & Resorts,Kalutara,216.63,5.22
2023-10-18,Leisure,Destination Management,Whittall Boustead Travel,Kegalle,775.18,22.23
2023-09-05,Financial Services,Banking,Union Assurance,Moneragala,158.78,12.05
2023-12-25,Leisure,Hotel Ownership,Walkers Tours,Badulla,816.6,3.14
2023-12-29,Plantation Services,Rubber Plantations,Keells Plantations,Ratnapura,1044.51,15.72
2023-09-05,Transportation,Ports & Shipping,South Asia Gateway Terminals,Batticaloa,1114.21,13.81
2023-05-27,Information Technology,Software Services,John Keells IT,Kilinochchi,1138.42,20.17
2023-10-16,Leisure,Destination Management,Walkers Tours,Moneragala,129.67,12.45
2023-12-03,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Kalutara,958.43,1.75
2023-07-28,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Mannar,975.93,11.02
2023-01-11,Plantation Services,Rubber Plantations,Keells Plantations,Jaffna,794.23,19.27
2023-01-16,Financial Services,Banking,Union Assurance,Trincomalee,1082.21,16.78
2023-03-04,Information Technology,Software Services,Infomate,Jaffna,697.87,15.69
2023-03-06,Transportation,Ports & Shipping,South Asia Gateway Terminals,Kegalle,1177.34,5.57
2023-06-16,Financial Services,Other Financial Services,Nations Trust Bank,Vavuniya,1139.02,10.01
2023-09-20,Transportation,Ports & Shipping,John Keells Logistics,Galle,151.8,4.11
2023-11-26,Transportation,Ports & Shipping,John Keells Logistics,Ratnapura,466.94,8.26
2023-03-23,Financial Services,Banking,Union Assurance,Galle,858.25,19.17
2023-06-29,Financial Services,Other Financial Services,Union Assurance,Ratnapura,281.16,8.5
2023-06-22,Property,Property Development,John Keells Properties,Kurunegala,1087.83,6.94
2023-01-24,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Gampaha,1174.99,11.21
2023-09-14,Information Technology,Software Services,Infomate,Ratnapura,298.61,1.75
2023-08-30,Retail,Supermarkets,Keells Super,Moneragala,1027.82,10.49
2023-02-19,Information Technology,Software Services,Infomate,Ampara,565.73,22.09
2023-04-24,Information Technology,Software Services,Infomate,Vavuniya,210.77,15.74
2023-12-27,Financial Services,Other Financial Services,Nations Trust Bank,Mannar,692.64,22.75
2023-10-12,Transportation,Logistics,South Asia Gateway Terminals,Matale,887.76,20.85
2023-05-21,Property,Property Development,John Keells Properties,Jaffna,326.86,16.31
2023-11-03,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Matale,337.77,20.21
2023-11-10,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Galle,555.17,7.45
2023-07-30,Consumer Foods,Beverages,Ceylon Cold Stores,Colombo,766.22,12.11
2023-09-16,Information Technology,Software Services,John Keells IT,Batticaloa,473.31,13.43
2023-11-18,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Kegalle,515.17,20.03
2023-03-29,Leisure,Hotel Ownership,Whittall Boustead Travel,Mannar,919.71,3.91
2023-11-18,Plantation Services,Rubber Plantations,Tea Smallholder Factories PLC,Kilinochchi,750.86,9.21
2023-12-26,Retail,Supermarkets,Keells Super,Trincomalee,153.35,2.89
2023-08-26,Property,Property Management,John Keells Properties,Kandy,279.31,4.39
2023-11-23,Retail,Supermarkets,Keells Super,Kilinochchi,1126.68,9.26
2023-08-26,Leisure,Hotel Management,Walkers Tours,Nuwara Eliya,366.2,11.61
2023-09-29,Financial Services,Other Financial Services,Union Assurance,Matara,711.89,16.69
2023-08-05,Property,Property Development,John Keells Properties,Mullaitivu,784.78,17.85
2023-01-22,Property,Property Development,John Keells Properties,Polonnaruwa,676.66,10.91
2023-10-03,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Anuradhapura,635.79,20.7
2023-09-12,Retail,Supermarkets,Keells Super,Vavuniya,153.04,7.01
2023-02-15,Consumer Foods,Beverages,Keells Food Products,Badulla,837.27,22.64
2023-04-10,Financial Services,Insurance,Nations Trust Bank,Mullaitivu,172.45,2.48
2023-12-06,Information Technology,Business Process Outsourcing,Infomate,Nuwara Eliya,547.52,21.94
2023-12-19,Property,Property Development,John Keells Properties,Colombo,416.0,2.4
2023-01-10,Information Technology,Software Services,Infomate,Mannar,928.79,10.93
2023-03-24,Information Technology,Business Process Outsourcing,Infomate,Kandy,549.38,17.47
2023-06-23,Retail,Supermarkets,Keells Super,Kandy,296.06,20.19
2023-08-16,Property,Property Management,John Keells Properties,Gampaha,999.84,20.19
2023-11-16,Plantation Services,Rubber Plantations,Keells Plantations,Mullaitivu,230.6,18.25
2023-01-02,Financial Services,Insurance,Nations Trust Bank,Colombo,1089.18,2.02
2023-01-01,Leisure,Hotel Management,Walkers Tours,Kilinochchi,1166.37,10.41
2023-06-19,Transportation,Logistics,South Asia Gateway Terminals,Mannar,1121.41,17.9
2023-09-27,Transportation,Logistics,John Keells Logistics,Matara,419.83,19.67
2023-12-14,Transportation,Logistics,John Keells Logistics,Matara,450.94,11.8
2023-04-27,Information Technology,Business Process Outsourcing,John Keells IT,Colombo,995.24,20.59
2023-10-10,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Nuwara Eliya,209.81,3.41
2023-12-14,Retail,Supermarkets,Keells Super,Mullaitivu,1030.33,6.82
2023-09-21,Financial Services,Banking,Nations Trust Bank,Colombo,1097.17,10.35
2023-04-16,Property,Property Development,John Keells Properties,Colombo,1151.74,24.89
2023-12-18,Retail,Supermarkets,Keells Super,Matale,909.51,4.1
2023-01-07,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Badulla,350.72,17.0
2023-08-30,Property,Property Development,John Keells Properties,Kilinochchi,382.68,5.29
2023-12-13,Retail,Supermarkets,Keells Super,Kegalle,1065.22,8.86
2023-10-08,Financial Services,Insurance,Nations Trust Bank,Matale,327.95,3.87
2023-10-14,Retail,Supermarkets,Keells Super,Batticaloa,562.53,20.97
2023-05-09,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Matale,570.08,9.01
2023-11-12,Transportation,Ports & Shipping,South Asia Gateway Terminals,Colombo,1017.52,10.53
2023-08-31,Information Technology,Software Services,Infomate,Moneragala,365.63,2.99
2023-04-04,Consumer Foods,Frozen Confectionery,Keells Food Products,Gampaha,1111.22,24.55
2023-05-22,Leisure,Destination Management,Whittall Boustead Travel,Matara,570.35,21.15
2023-06-30,Property,Property Management,John Keells Properties,Polonnaruwa,394.76,11.67
2023-10-06,Plantation Services,Tea Plantations,Keells Plantations,Matara,113.84,22.69
2023-05-15,Property,Property Management,John Keells Properties,Matale,381.46,15.54
2023-08-10,Property,Property Management,John Keells Properties,Polonnaruwa,301.55,16.88
2023-09-25,Leisure,Destination Management,Walkers Tours,Ampara,275.04,8.55
2023-04-23,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Jaffna,339.32,13.47
2023-07-06,Information Technology,Business Process Outsourcing,John Keells IT,Ampara,895.26,20.75
2023-05-14,Information Technology,Software Services,John Keells IT,Ampara,265.17,15.4
2023-10-09,Information Technology,Software Services,Infomate,Hambantota,673.18,3.18
2023-08-30,Retail,Supermarkets,Keells Super,Polonnaruwa,1023.31,3.62
2023-04-23,Retail,Supermarkets,Keells Super,Ampara,976.09,23.4
2023-05-17,Consumer Foods,Beverages,Keells Food Products,Badulla,614.24,12.48
2023-11-10,Leisure,Hotel Ownership,Walkers Tours,Matara,900.89,7.94
2023-02-12,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Kegalle,206.47,5.42
2023-10-06,Information Technology,Software Services,Infomate,Kalutara,472.87,16.46
2023-08-16,Transportation,Logistics,John Keells Logistics,Mannar,389.96,23.62
2023-07-04,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Hambantota,256.52,14.37
2023-07-06,Retail,Supermarkets,Keells Super,Batticaloa,794.92,23.05
2023-07-03,Property,Property Development,John Keells Properties,Puttalam,518.66,5.02
2023-06-16,Property,Property Development,John Keells Properties,Kegalle,866.76,15.34
2023-03-09,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Ampara,291.82,3.65
2023-04-27,Information Technology,Business Process Outsourcing,Infomate,Anuradhapura,1033.08,2.61
2023-03-21,Property,Property Management,John Keells Properties,Mullaitivu,904.06,1.2
2023-07-04,Consumer Foods,Convenience Foods,Keells Food Products,Ratnapura,420.21,2.87
2023-02-02,Information Technology,Software Services,Infomate,Kegalle,1067.29,21.51
2023-04-22,Plantation Services,Rubber Plantations,Tea Smallholder Factories PLC,Hambantota,274.16,8.01
2023-03-03,Transportation,Logistics,John Keells Logistics,Batticaloa,387.25,10.74
2023-06-14,Financial Services,Banking,Nations Trust Bank,Hambantota,740.49,17.52
2023-11-11,Plantation Services,Tea Plantations,Keells Plantations,Vavuniya,804.91,15.73
2023-11-10,Information Technology,Software Services,Infomate,Polonnaruwa,465.33,23.01
2023-04-04,Retail,Supermarkets,Keells Super,Ratnapura,1163.19,10.32
2023-03-06,Financial Services,Banking,Nations Trust Bank,Moneragala,341.93,16.61
2023-04-23,Property,Property Management,John Keells Properties,Puttalam,1153.22,22.49
2023-07-03,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Colombo,310.07,15.91
2023-03-21,Transportation,Logistics,South Asia Gateway Terminals,Galle,651.41,15.18
2023-04-06,Transportation,Logistics,John Keells Logistics,Hambantota,1186.43,13.36
2023-02-26,Leisure,Hotel Ownership,Walkers Tours,Kurunegala,465.07,6.77
2023-10-22,Consumer Foods,Frozen Confectionery,Keells Food Products,Ampara,412.63,20.82
2023-10-28,Information Technology,Business Process Outsourcing,John Keells IT,Ratnapura,570.52,8.58
2023-08-29,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Anuradhapura,1106.32,16.16
2023-08-03,Transportation,Ports & Shipping,South Asia Gateway Terminals,Vavuniya,167.97,17.42
2023-02-23,Transportation,Ports & Shipping,John Keells Logistics,Nuwara Eliya,650.19,11.23
2023-09-21,Property,Property Management,John Keells Properties,Moneragala,901.69,24.98
2023-11-25,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Moneragala,178.12,17.03
2023-06-10,Financial Services,Other Financial Services,Nations Trust Bank,Puttalam,322.26,12.75
2023-10-17,Financial Services,Banking,Nations Trust Bank,Gampaha,1035.16,12.84
2023-03-24,Consumer Foods,Beverages,Keells Food Products,Matara,571.51,24.1
2023-10-11,Property,Property Management,John Keells Properties,Batticaloa,135.58,14.56
2023-08-29,Transportation,Logistics,South Asia Gateway Terminals,Kilinochchi,901.01,22.07
2023-11-28,Property,Property Development,John Keells Properties,Jaffna,191.79,12.11
2023-10-29,Plantation Services,Rubber Plantations,Tea Smallholder Factories PLC,Trincomalee,1020.36,12.97
2023-04-10,Financial Services,Banking,Union Assurance,Ampara,669.2,20.56
2023-06-29,Transportation,Logistics,John Keells Logistics,Kandy,856.53,5.4
2023-05-11,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Kurunegala,830.74,21.9
2023-08-22,Leisure,Destination Management,Walkers Tours,Batticaloa,1120.21,16.11
2023-02-04,Plantation Services,Tea Plantations,Keells Plantations,Anuradhapura,868.78,16.64
2023-05-01,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Mullaitivu,912.58,6.75
2023-04-19,Financial Services,Insurance,Union Assurance,Badulla,1032.48,15.38
2023-11-11,Property,Property Development,John Keells Properties,Matale,630.25,12.59
2023-07-07,Financial Services,Insurance,Nations Trust Bank,Kalutara,1189.17,17.51
2023-06-20,Information Technology,Software Services,John Keells IT,Polonnaruwa,599.21,14.29
2023-08-06,Plantation Services,Tea Plantations,Keells Plantations,Colombo,935.32,20.73
2023-02-02,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Badulla,665.26,1.52
2023-06-08,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Ampara,232.27,20.2
2023-08-03,Leisure,Destination Management,Walkers Tours,Mullaitivu,923.6,2.57
2023-02-21,Financial Services,Insurance,Nations Trust Bank,Matale,1151.19,14.72
2023-12-18,Financial Services,Insurance,Nations Trust Bank,Kurunegala,663.88,20.05
2023-02-21,Consumer Foods,Convenience Foods,Keells Food Products,Puttalam,530.11,18.1
2023-09-25,Property,Property Development,John Keells Properties,Moneragala,1094.62,8.11
2023-05-05,Transportation,Ports & Shipping,John Keells Logistics,Jaffna,1037.9,15.97
2023-07-23,Consumer Foods,Convenience Foods,Keells Food Products,Ampara,705.25,21.08
2023-06-23,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Moneragala,1134.76,4.79
2023-01-25,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Gampaha,159.94,19.28
2023-03-17,Leisure,Destination Management,Whittall Boustead Travel,Polonnaruwa,450.29,2.58
2023-02-14,Financial Services,Other Financial Services,Union Assurance,Puttalam,659.11,12.32
2023-05-25,Financial Services,Other Financial Services,Union Assurance,Jaffna,389.83,12.96
2023-07-13,Transportation,Ports & Shipping,John Keells Logistics,Kalutara,955.47,14.17
2023-01-02,Leisure,Destination Management,Walkers Tours,Kegalle,927.11,20.55
2023-09-06,Consumer Foods,Beverages,Keells Food Products,Trincomalee,364.49,17.25
2023-03-03,Plantation Services,Rubber Plantations,Keells Plantations,Nuwara Eliya,316.58,19.66
2023-12-20,Information Technology,Software Services,Infomate,Mullaitivu,565.08,20.83
2023-10-25,Transportation,Logistics,South Asia Gateway Terminals,Hambantota,845.81,20.73
2023-09-28,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Matale,388.35,6.93
2023-11-23,Retail,Supermarkets,Keells Super,Kandy,491.1,8.92
2023-06-20,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Kegalle,611.38,8.39
2023-07-09,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Matara,771.37,17.86
2023-10-12,Plantation Services,Tea Plantations,Keells Plantations,Vavuniya,880.71,21.21
2023-11-02,Transportation,Logistics,South Asia Gateway Terminals,Kegalle,178.02,16.96
2023-09-30,Transportation,Logistics,South Asia Gateway Terminals,Trincomalee,826.3,13.56
2023-10-21,Information Technology,Software Services,Infomate,Matara,986.14,10.17
2023-11-03,Leisure,Destination Management,Cinnamon Hotels & Resorts,Colombo,1002.14,14.01
2023-09-26,Consumer Foods,Frozen Confectionery,Keells Food Products,Mannar,1067.9,10.94
2023-09-05,Retail,Supermarkets,Keells Super,Kurunegala,928.13,10.01
2023-09-08,Consumer Foods,Frozen Confectionery,Keells Food Products,Kandy,1132.82,8.03
2023-10-02,Transportation,Logistics,South Asia Gateway Terminals,Mannar,581.99,13.6
2023-03-11,Plantation Services,Tea Plantations,Keells Plantations,Ratnapura,344.87,20.56
2023-06-11,Transportation,Ports & Shipping,South Asia Gateway Terminals,Matara,1161.08,17.42
2023-01-12,Transportation,Ports & Shipping,John Keells Logistics,Polonnaruwa,1192.21,22.31
2023-11-20,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Colombo,981.24,18.2
2023-01-31,Transportation,Logistics,John Keells Logistics,Ampara,113.29,8.21
2023-07-22,Transportation,Logistics,John Keells Logistics,Kandy,732.25,12.63
2023-11-06,Leisure,Hotel Ownership,Whittall Boustead Travel,Colombo,953.81,4.52
2023-07-21,Leisure,Hotel Ownership,Whittall Boustead Travel,Polonnaruwa,1188.18,1.09
2023-11-06,Retail,Supermarkets,Keells Super,Trincomalee,717.12,3.5
2023-11-14,Plantation Services,Rubber Plantations,Tea Smallholder Factories PLC,Mullaitivu,550.98,5.12
2023-04-06,Retail,Supermarkets,Keells Super,Colombo,894.96,12.93
2023-07-20,Information Technology,Business Process Outsourcing,Infomate,Galle,992.67,17.11
2023-03-06,Consumer Foods,Beverages,Ceylon Cold Stores,Hambantota,469.95,9.57
2023-11-01,Plantation Services,Rubber Plantations,Keells Plantations,Kalutara,830.49,14.47
2023-05-02,Plantation Services,Tea Plantations,Keells Plantations,Jaffna,184.91,6.45
2023-12-02,Plantation Services,Tea Plantations,Keells Plantations,Hambantota,262.85,7.88
2023-12-06,Consumer Foods,Convenience Foods,Keells Food Products,Hambantota,864.43,19.5
2023-08-13,Retail,Supermarkets,Keells Super,Trincomalee,548.28,7.5
2023-05-12,Plantation Services,Tea Plantations,Keells Plantations,Kilinochchi,596.71,5.75
2023-10-13,Plantation Services,Rubber Plantations,Keells Plantations,Matale,582.21,13.91
2023-12-12,Retail,Supermarkets,Keells Super,Kilinochchi,1087.21,4.05
2023-12-24,Retail,Supermarkets,Keells Super,Trincomalee,558.31,15.29
2023-06-22,Consumer Foods,Beverages,Keells Food Products,Polonnaruwa,227.75,8.03
2023-09-29,Property,Property Development,John Keells Properties,Kegalle,995.42,18.13
2023-11-28,Transportation,Logistics,South Asia Gateway Terminals,Mannar,751.2,5.55
2023-08-27,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Batticaloa,706.39,22.07
2023-03-16,Transportation,Logistics,South Asia Gateway Terminals,Puttalam,853.92,20.45
2023-07-27,Retail,Supermarkets,Keells Super,Kalutara,188.54,24.44
2023-10-14,Plantation Services,Tea Plantations,Keells Plantations,Kegalle,192.44,22.86
2023-03-03,Property,Property Development,John Keells Properties,Badulla,195.9,7.29
2023-02-28,Transportation,Logistics,South Asia Gateway Terminals,Anuradhapura,1096.06,7.78
2023-03-13,Plantation Services,Rubber Plantations,Tea Smallholder Factories PLC,Nuwara Eliya,1070.21,22.13
2023-06-13,Financial Services,Banking,Union Assurance,Gampaha,1110.97,6.05
2023-07-19,Financial Services,Insurance,Nations Trust Bank,Galle,999.56,18.49
2023-02-18,Retail,Supermarkets,Keells Super,Kandy,453.97,14.97
2023-05-04,Retail,Supermarkets,Keells Super,Anuradhapura,950.42,14.91
2023-10-11,Financial Services,Other Financial Services,Nations Trust Bank,Mannar,255.01,13.87
2023-02-13,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Ampara,959.09,1.57
2023-02-27,Information Technology,Business Process Outsourcing,John Keells IT,Moneragala,411.46,17.72
2023-12-22,Transportation,Ports & Shipping,John Keells Logistics,Kandy,1093.3,12.22
2023-05-13,Plantation Services,Rubber Plantations,Keells Plantations,Colombo,766.07,14.06
2023-04-12,Property,Property Development,John Keells Properties,Kurunegala,371.36,9.78
2023-05-14,Plantation Services,Tea Plantations,Keells Plantations,Matale,896.84,24.83
2023-08-20,Leisure,Hotel Management,Whittall Boustead Travel,Kegalle,617.32,19.05
2023-10-20,Property,Property Development,John Keells Properties,Ampara,525.0,12.86
2023-04-01,Consumer Foods,Frozen Confectionery,Keells Food Products,Matara,560.76,8.27
2023-04-09,Plantation Services,Tea Plantations,Keells Plantations,Kandy,1185.16,19.09
2023-03-15,Retail,Supermarkets,Keells Super,Moneragala,211.63,6.05
2023-05-31,Consumer Foods,Frozen Confectionery,Keells Food Products,Anuradhapura,119.45,10.43
2023-06-25,Financial Services,Insurance,Union Assurance,Badulla,1010.57,16.75
2023-06-03,Consumer Foods,Convenience Foods,Keells Food Products,Jaffna,908.14,5.32
2023-11-29,Financial Services,Banking,Nations Trust Bank,Colombo,1193.8,1.64
2023-09-12,Leisure,Hotel Ownership,Walkers Tours,Mullaitivu,972.58,17.29
2023-03-08,Financial Services,Other Financial Services,Union Assurance,Puttalam,642.67,17.62
2023-05-15,Retail,Supermarkets,Keells Super,Ampara,448.65,6.73
2023-02-14,Leisure,Hotel Management,Cinnamon Hotels & Resorts,Hambantota,911.03,21.48
2023-04-07,Transportation,Ports & Shipping,South Asia Gateway Terminals,Anuradhapura,852.46,17.4
2023-12-29,Leisure,Destination Management,Whittall Boustead Travel,Kilinochchi,461.75,5.77
2023-01-14,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Mannar,146.42,3.69
2023-07-13,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Puttalam,547.38,16.05
2023-02-27,Transportation,Logistics,John Keells Logistics,Jaffna,1048.33,20.39
2023-03-30,Information Technology,Software Services,John Keells IT,Polonnaruwa,410.62,17.21
2023-06-02,Retail,Supermarkets,Keells Super,Puttalam,1077.59,23.63
2023-05-09,Consumer Foods,Convenience Foods,Keells Food Products,Trincomalee,828.6,4.77
2023-07-22,Plantation Services,Rubber Plantations,Keells Plantations,Polonnaruwa,685.43,8.43
2023-10-26,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Kandy,440.78,13.24
2023-11-12,Financial Services,Insurance,Union Assurance,Gampaha,545.69,16.59
2023-02-22,Consumer Foods,Convenience Foods,Keells Food Products,Batticaloa,868.39,4.69
2023-12-13,Plantation Services,Rubber Plantations,Keells Plantations,Kalutara,325.22,2.22
2023-01-07,Leisure,Hotel Ownership,Cinnamon Hotels & Resorts,Mullaitivu,779.57,10.38
2023-04-03,Information Technology,Business Process Outsourcing,John Keells IT,Kilinochchi,247.39,23.19
2023-01-25,Leisure,Hotel Ownership,Whittall Boustead Travel,Colombo,1145.49,1.02
2023-10-25,Financial Services,Insurance,Nations Trust Bank,Kandy,829.49,13.16
2023-01-21,Retail,Supermarkets,Keells Super,Galle,950.64,23.76
2023-02-10,Property,Property Management,John Keells Properties,Colombo,830.15,6.41
2023-05-31,Transportation,Ports & Shipping,John Keells Logistics,Colombo,494.91,1.25
2023-02-12,Financial Services,Insurance,Union Assurance,Gampaha,324.95,13.77
2023-08-01,Property,Property Management,John Keells Properties,Kalutara,108.53,23.36
2023-12-02,Financial Services,Insurance,Nations Trust Bank,Badulla,335.3,3.23
2023-02-12,Retail,Supermarkets,Keells Super,Ratnapura,956.85,18.44
2023-12-17,Financial Services,Insurance,Nations Trust Bank,Gampaha,1044.56,16.98
2023-11-14,Leisure,Destination Management,Whittall Boustead Travel,Gampaha,1068.34,17.7
2023-01-31,Transportation,Logistics,John Keells Logistics,Galle,209.36,21.95
2023-05-04,Leisure,Hotel Management,Cinnamon Hotels & Resorts,Polonnaruwa,373.64,9.65
2023-04-05,Retail,Supermarkets,Keells Super,Badulla,1125.48,12.23
2023-01-22,Information Technology,Software Services,John Keells IT,Ratnapura,933.65,17.64
2023-01-18,Leisure,Hotel Ownership,Whittall Boustead Travel,Badulla,284.59,9.85
2023-01-16,Information Technology,Software Services,Infomate,Hambantota,510.84,13.42
2023-05-01,Consumer Foods,Frozen Confectionery,Ceylon Cold Stores,Vavuniya,1093.2,1.96
2023-06-14,Consumer Foods,Convenience Foods,Keells Food Products,Matale,763.8,14.69
2023-05-12,Information Technology,Software Services,Infomate,Puttalam,413.42,11.87
2023-10-12,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Kurunegala,418.86,1.27
2023-06-15,Consumer Foods,Convenience Foods,Ceylon Cold Stores,Gampaha,424.39,12.33
2023-04-16,Retail,Supermarkets,Keells Super,Anuradhapura,622.47,6.62
2023-01-11,Plantation Services,Rubber Plantations,Keells Plantations,Moneragala,432.95,20.37
2023-10-02,Transportation,Logistics,John Keells Logistics,Colombo,700.07,24.3
2023-08-03,Property,Property Management,John Keells Properties,Mullaitivu,1110.35,14.76
2023-09-04,Plantation Services,Tea Plantations,Tea Smallholder Factories PLC,Hambantota,1167.89,2.09
2023-06-29,Financial Services,Other Financial Services,Union Assurance,Anuradhapura,497.52,17.97
2023-03-17,Plantation Services,Rubber Plantations,Keells Plantations,Kegalle,152.45,15.42
2023-12-08,Property,Property Management,John Keells Properties,Galle,898.41,24.16
2023-11-10,Information Technology,Software Services,John Keells IT,Hambantota,212.17,18.26
2023-05-03,Plantation Services,Tea Plantations,Keells Plantations,Mullaitivu,140.61,22.32
