Date,Category,Subcategory,Company,District,Emissions,Percentage_of_Total
2023-08-12,Manufacturing,Supermarkets,Keells Super,Kandy,111.79,11.33
2023-06-24,Warehousing,Convenience Foods,Ceylon Cold Stores,Nuwara Eliya,1059.75,23.33
2023-01-01,Warehousing,Logistics,South Asia Gateway Terminals,Mannar,312.36,8.25
2023-05-08,Warehousing,Property Development,John Keells Properties,Gampaha,1098.9,10.59
2023-03-13,Transportation,Software Services,Infomate,Matara,779.27,23.49
2023-10-07,Warehousing,Rubber Plantations,Tea Smallholder Factories PLC,Matale,834.97,12.47
2023-04-19,Transportation,Software Services,Infomate,Polonnaruwa,596.49,5.91
2023-01-17,Warehousing,Destination Management,Walkers Tours,Kandy,325.96,16.29
2023-05-01,Warehousing,Rubber Plantations,Keells Plantations,Anuradhapura,577.39,4.22
2023-02-06,Manufacturing,Logistics,John Keells Logistics,Matara,857.79,12.94
2023-07-08,Warehousing,Rubber Plantations,Keells Plantations,Trincomalee,819.39,14.8
2023-02-24,Warehousing,Business Process Outsourcing,Infomate,Mannar,878.63,3.69
2023-03-14,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Matale,198.38,4.11
2023-02-28,Warehousing,Hotel Ownership,Cinnamon Hotels & Resorts,Kandy,879.82,11.27
2023-10-01,Warehousing,Business Process Outsourcing,Infomate,Anuradhapura,1195.72,11.2
2023-05-06,Transportation,Software Services,John Keells IT,Puttalam,854.35,9.06
2023-08-11,Warehousing,Insurance,Union Assurance,Ampara,1175.94,5.46
2023-09-27,Manufacturing,Property Management,John Keells Properties,Hambantota,744.35,22.02
2023-12-26,Manufacturing,Beverages,Keells Food Products,Colombo,1170.1,6.49
2023-11-13,Transportation,Supermarkets,Keells Super,Galle,963.7,22.21
2023-01-06,Warehousing,Business Process Outsourcing,Infomate,Ratnapura,1093.95,4.07
2023-07-02,Manufacturing,Other Financial Services,Union Assurance,Galle,420.43,4.51
2023-05-07,Manufacturing,Software Services,John Keells IT,Moneragala,696.67,9.32
2023-09-17,Warehousing,Hotel Ownership,Cinnamon Hotels & Resorts,Vavuniya,118.01,21.69
2023-10-01,Transportation,Rubber Plantations,Keells Plantations,Galle,1058.64,3.59
2023-09-09,Transportation,Hotel Ownership,Walkers Tours,Mullaitivu,1004.57,14.45
2023-10-09,Transportation,Ports & Shipping,South Asia Gateway Terminals,Kalutara,273.3,23.41
2023-08-16,Warehousing,Business Process Outsourcing,John Keells IT,Batticaloa,1107.19,23.58
2023-12-05,Manufacturing,Rubber Plantations,Keells Plantations,Kilinochchi,924.34,16.48
2023-01-18,Manufacturing,Property Management,John Keells Properties,Kilinochchi,225.02,12.72
2023-08-29,Manufacturing,Convenience Foods,Ceylon Cold Stores,Kegalle,647.54,18.39
2023-07-23,Transportation,Logistics,South Asia Gateway Terminals,Kegalle,105.66,21.2
2023-05-08,Transportation,Supermarkets,Keells Super,Kegalle,158.24,14.83
2023-06-03,Transportation,Insurance,Union Assurance,Kalutara,292.29,6.84
2023-04-12,Transportation,Business Process Outsourcing,Infomate,Kurunegala,250.65,18.53
2023-11-06,Manufacturing,Business Process Outsourcing,Infomate,Ampara,1099.48,10.87
2023-11-08,Warehousing,Supermarkets,Keells Super,Puttalam,1199.45,5.43
2023-10-09,Transportation,Software Services,Infomate,Kurunegala,571.21,10.73
2023-05-06,Transportation,Property Development,John Keells Properties,Jaffna,746.86,10.58
2023-07-28,Warehousing,Other Financial Services,Union Assurance,Matara,1133.03,7.48
2023-03-18,Warehousing,Supermarkets,Keells Super,Kalutara,850.8,7.19
2023-12-16,Transportation,Banking,Nations Trust Bank,Jaffna,536.78,22.15
2023-06-17,Transportation,Tea Plantations,Tea Smallholder Factories PLC,Matara,778.8,24.41
2023-12-24,Warehousing,Frozen Confectionery,Keells Food Products,Anuradhapura,1011.85,14.8
2023-12-01,Warehousing,Supermarkets,Keells Super,Badulla,117.21,17.98
2023-04-12,Transportation,Hotel Management,Whittall Boustead Travel,Polonnaruwa,284.84,22.75
2023-04-09,Transportation,Software Services,John Keells IT,Trincomalee,533.62,10.78
2023-01-29,Manufacturing,Property Development,John Keells Properties,Kandy,227.99,17.9
2023-09-26,Manufacturing,Property Management,John Keells Properties,Kilinochchi,898.72,22.67
2023-08-06,Manufacturing,Rubber Plantations,Tea Smallholder Factories PLC,Batticaloa,289.24,24.09
2023-09-18,Manufacturing,Property Management,John Keells Properties,Badulla,958.51,5.76
2023-11-14,Manufacturing,Banking,Union Assurance,Hambantota,508.97,13.2
2023-04-17,Warehousing,Beverages,Keells Food Products,Ratnapura,666.52,16.29
2023-05-15,Manufacturing,Property Development,John Keells Properties,Kurunegala,372.28,11.38
2023-12-01,Manufacturing,Property Management,John Keells Properties,Polonnaruwa,1182.24,22.94
2023-04-24,Manufacturing,Supermarkets,Keells Super,Kilinochchi,591.77,23.37
2023-07-09,Manufacturing,Property Development,John Keells Properties,Jaffna,117.98,17.08
2023-01-12,Transportation,Destination Management,Whittall Boustead Travel,Kurunegala,221.42,23.04
2023-10-30,Transportation,Logistics,John Keells Logistics,Polonnaruwa,722.96,3.43
2023-02-11,Warehousing,Ports & Shipping,South Asia Gateway Terminals,Ampara,220.81,6.73
2023-09-28,Transportation,Supermarkets,Keells Super,Kurunegala,1118.6,24.61
2023-08-09,Manufacturing,Supermarkets,Keells Super,Kurunegala,443.25,24.77
2023-04-18,Manufacturing,Property Development,John Keells Properties,Kegalle,845.0,5.99
2023-10-14,Warehousing,Destination Management,Whittall Boustead Travel,Trincomalee,223.53,22.45
2023-03-27,Transportation,Hotel Ownership,Cinnamon Hotels & Resorts,Kandy,426.46,16.5
2023-02-16,Manufacturing,Property Management,John Keells Properties,Kandy,405.16,3.66
2023-08-24,Warehousing,Tea Plantations,Tea Smallholder Factories PLC,Moneragala,985.33,12.09
2023-12-29,Manufacturing,Destination Management,Whittall Boustead Travel,Kilinochchi,859.69,22.57
2023-06-21,Transportation,Business Process Outsourcing,Infomate,Galle,554.27,2.13
2023-06-08,Warehousing,Destination Management,Walkers Tours,Gampaha,1098.55,3.32
2023-02-22,Warehousing,Business Process Outsourcing,Infomate,Kalutara,583.0,6.91
2023-02-18,Manufacturing,Business Process Outsourcing,John Keells IT,Badulla,959.28,2.88
2023-01-05,Warehousing,Logistics,John Keells Logistics,Galle,1180.77,4.21
2023-03-17,Transportation,Hotel Ownership,Cinnamon Hotels & Resorts,Kegalle,685.66,9.71
2023-06-07,Transportation,Ports & Shipping,John Keells Logistics,Ampara,673.37,20.19
2023-02-16,Warehousing,Property Development,John Keells Properties,Ampara,1018.31,22.4
2023-10-14,Warehousing,Insurance,Nations Trust Bank,Galle,1176.94,8.49
2023-09-25,Warehousing,Business Process Outsourcing,John Keells IT,Trincomalee,320.59,24.71
2023-02-06,Warehousing,Destination Management,Walkers Tours,Galle,497.67,7.9
2023-07-28,Manufacturing,Rubber Plantations,Keells Plantations,Kegalle,573.83,5.64
2023-12-02,Transportation,Supermarkets,Keells Super,Colombo,418.35,20.71
2023-09-14,Warehousing,Convenience Foods,Ceylon Cold Stores,Kegalle,322.01,13.8
2023-12-30,Transportation,Ports & Shipping,South Asia Gateway Terminals,Gampaha,502.18,17.94
2023-08-15,Manufacturing,Property Development,John Keells Properties,Matara,938.86,8.3
2023-07-03,Transportation,Business Process Outsourcing,John Keells IT,Batticaloa,705.83,9.15
2023-04-16,Transportation,Business Process Outsourcing,John Keells IT,Batticaloa,687.97,15.59
2023-07-09,Transportation,Property Management,John Keells Properties,Jaffna,648.06,10.69
2023-09-19,Manufacturing,Logistics,John Keells Logistics,Colombo,860.42,16.73
2023-07-23,Transportation,Business Process Outsourcing,Infomate,Kurunegala,120.5,11.86
2023-10-10,Warehousing,Software Services,Infomate,Jaffna,744.32,4.48
2023-03-22,Warehousing,Destination Management,Whittall Boustead Travel,Kilinochchi,113.75,7.8
2023-01-10,Manufacturing,Rubber Plantations,Keells Plantations,Mullaitivu,528.54,10.26
2023-03-12,Manufacturing,Property Management,John Keells Properties,Kurunegala,874.21,19.3
2023-04-04,Transportation,Supermarkets,Keells Super,Matale,266.03,15.73
2023-03-15,Transportation,Software Services,Infomate,Badulla,347.88,3.95
2023-04-08,Transportation,Logistics,John Keells Logistics,Kurunegala,482.14,7.24
2023-08-22,Warehousing,Ports & Shipping,John Keells Logistics,Puttalam,963.72,4.25
2023-07-11,Warehousing,Frozen Confectionery,Keells Food Products,Moneragala,874.31,15.39
2023-09-29,Warehousing,Hotel Ownership,Walkers Tours,Badulla,1008.04,6.09
2023-02-13,Warehousing,Supermarkets,Keells Super,Ratnapura,787.57,8.33
2023-03-31,Transportation,Property Management,John Keells Properties,Hambantota,433.54,8.24
2023-11-12,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Mannar,1159.62,17.28
2023-01-06,Manufacturing,Supermarkets,Keells Super,Kurunegala,797.99,5.51
2023-07-09,Transportation,Rubber Plantations,Tea Smallholder Factories PLC,Mullaitivu,1197.85,13.98
2023-02-19,Manufacturing,Tea Plantations,Keells Plantations,Kandy,230.15,16.4
2023-04-14,Manufacturing,Software Services,John Keells IT,Hambantota,153.11,11.75
2023-07-11,Warehousing,Tea Plantations,Tea Smallholder Factories PLC,Polonnaruwa,1107.05,3.34
2023-07-16,Manufacturing,Business Process Outsourcing,John Keells IT,Matara,1054.39,13.75
2023-08-07,Transportation,Tea Plantations,Keells Plantations,Nuwara Eliya,1016.76,12.03
2023-01-28,Transportation,Ports & Shipping,John Keells Logistics,Matale,579.27,17.99
2023-05-24,Transportation,Hotel Management,Cinnamon Hotels & Resorts,Jaffna,779.18,1.02
2023-06-20,Warehousing,Banking,Nations Trust Bank,Kilinochchi,627.85,20.27
2023-12-27,Manufacturing,Tea Plantations,Tea Smallholder Factories PLC,Vavuniya,195.7,19.37
2023-01-15,Manufacturing,Property Management,John Keells Properties,Polonnaruwa,544.07,2.87
2023-11-23,Manufacturing,Software Services,John Keells IT,Polonnaruwa,1129.31,3.53
2023-08-23,Transportation,Business Process Outsourcing,Infomate,Ratnapura,214.68,18.51
2023-12-28,Transportation,Destination Management,Cinnamon Hotels & Resorts,Hambantota,1001.66,24.03
2023-08-05,Transportation,Software Services,Infomate,Moneragala,801.61,14.08
2023-09-30,Manufacturing,Supermarkets,Keells Super,Moneragala,330.95,18.55
2023-09-18,Transportation,Software Services,Infomate,Vavuniya,693.44,8.19
2023-06-29,Warehousing,Property Management,John Keells Properties,Vavuniya,479.68,3.37
2023-09-17,Warehousing,Software Services,John Keells IT,Kurunegala,505.03,24.44
2023-05-23,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Trincomalee,311.51,19.92
2023-03-01,Warehousing,Convenience Foods,Ceylon Cold Stores,Puttalam,926.96,8.04
2023-05-13,Transportation,Hotel Ownership,Whittall Boustead Travel,Kegalle,321.7,7.43
2023-10-10,Transportation,Other Financial Services,Nations Trust Bank,Ratnapura,1126.63,5.96
2023-02-14,Warehousing,Hotel Management,Whittall Boustead Travel,Trincomalee,238.36,19.27
2023-05-23,Transportation,Frozen Confectionery,Keells Food Products,Ratnapura,851.05,7.19
2023-03-14,Warehousing,Business Process Outsourcing,John Keells IT,Nuwara Eliya,822.99,9.68
2023-05-28,Manufacturing,Beverages,Keells Food Products,Vavuniya,258.3,20.93
2023-07-09,Manufacturing,Business Process Outsourcing,Infomate,Mannar,965.15,20.49
2023-11-23,Manufacturing,Supermarkets,Keells Super,Kalutara,907.74,15.46
2023-12-07,Manufacturing,Ports & Shipping,John Keells Logistics,Kilinochchi,243.44,11.1
2023-07-03,Transportation,Software Services,Infomate,Badulla,549.21,12.7
2023-12-13,Transportation,Ports & Shipping,John Keells Logistics,Gampaha,324.38,8.41
2023-05-07,Warehousing,Tea Plantations,Keells Plantations,Ratnapura,255.12,6.28
2023-05-16,Transportation,Software Services,John Keells IT,Trincomalee,441.15,11.64
2023-02-12,Warehousing,Rubber Plantations,Keells Plantations,Kurunegala,191.33,21.92
2023-07-05,Warehousing,Logistics,John Keells Logistics,Trincomalee,215.53,20.98
2023-11-15,Transportation,Rubber Plantations,Tea Smallholder Factories PLC,Vavuniya,1064.69,18.08
2023-11-30,Manufacturing,Hotel Management,Walkers Tours,Puttalam,792.81,24.82
2023-08-30,Manufacturing,Banking,Union Assurance,Kandy,949.85,4.24
2023-02-03,Warehousing,Convenience Foods,Ceylon Cold Stores,Mullaitivu,539.5,3.3
2023-03-13,Warehousing,Property Management,John Keells Properties,Kandy,1033.67,8.09
2023-10-19,Manufacturing,Beverages,Ceylon Cold Stores,Galle,1120.99,11.94
2023-11-30,Transportation,Ports & Shipping,John Keells Logistics,Ampara,655.97,2.18
2023-12-10,Manufacturing,Destination Management,Walkers Tours,Matale,811.6,15.29
2023-03-18,Manufacturing,Property Development,John Keells Properties,Polonnaruwa,404.75,6.98
2023-08-24,Warehousing,Supermarkets,Keells Super,Puttalam,1171.98,7.34
2023-02-28,Transportation,Property Development,John Keells Properties,Polonnaruwa,200.94,1.09
2023-12-27,Manufacturing,Property Development,John Keells Properties,Mullaitivu,1119.83,21.62
2023-10-09,Manufacturing,Software Services,Infomate,Colombo,463.29,21.78
2023-09-23,Warehousing,Ports & Shipping,John Keells Logistics,Anuradhapura,367.56,22.46
2023-11-12,Warehousing,Software Services,Infomate,Kalutara,235.4,17.62
2023-04-02,Transportation,Supermarkets,Keells Super,Kalutara,640.04,7.17
2023-03-05,Manufacturing,Software Services,Infomate,Anuradhapura,946.02,10.88
2023-04-20,Manufacturing,Business Process Outsourcing,John Keells IT,Jaffna,264.36,9.73
2023-02-08,Transportation,Banking,Nations Trust Bank,Kegalle,433.3,19.75
2023-01-16,Manufacturing,Software Services,John Keells IT,Puttalam,317.17,17.28
2023-01-31,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Vavuniya,333.24,18.76
2023-08-31,Warehousing,Hotel Ownership,Cinnamon Hotels & Resorts,Kandy,573.21,17.11
2023-05-18,Warehousing,Property Development,John Keells Properties,Ampara,613.77,8.6
2023-02-08,Warehousing,Supermarkets,Keells Super,Jaffna,523.1,7.7
2023-04-18,Manufacturing,Convenience Foods,Ceylon Cold Stores,Mannar,709.23,3.83
2023-04-03,Manufacturing,Rubber Plantations,Keells Plantations,Kalutara,961.32,4.76
2023-04-01,Transportation,Property Management,John Keells Properties,Mullaitivu,840.47,18.5
2023-04-13,Transportation,Beverages,Ceylon Cold Stores,Trincomalee,766.93,24.1
2023-03-09,Transportation,Property Development,John Keells Properties,Mannar,739.65,9.33
2023-02-16,Manufacturing,Frozen Confectionery,Keells Food Products,Kurunegala,103.74,17.53
2023-02-24,Transportation,Tea Plantations,Keells Plantations,Gampaha,683.66,11.0
2023-04-15,Warehousing,Banking,Nations Trust Bank,Mullaitivu,1088.56,16.33
2023-06-21,Manufacturing,Supermarkets,Keells Super,Puttalam,269.21,15.89
2023-12-07,Manufacturing,Hotel Management,Whittall Boustead Travel,Mullaitivu,170.91,21.14
2023-03-15,Manufacturing,Frozen Confectionery,Ceylon Cold Stores,Galle,908.23,14.18
2023-06-17,Warehousing,Ports & Shipping,South Asia Gateway Terminals,Mullaitivu,852.54,23.03
2023-11-06,Transportation,Frozen Confectionery,Keells Food Products,Kalutara,347.54,7.75
2023-10-08,Warehousing,Ports & Shipping,South Asia Gateway Terminals,Vavuniya,1006.63,14.52
2023-12-28,Transportation,Logistics,South Asia Gateway Terminals,Jaffna,765.54,10.86
2023-01-02,Warehousing,Destination Management,Cinnamon Hotels & Resorts,Trincomalee,717.37,1.5
2023-03-28,Manufacturing,Insurance,Nations Trust Bank,Mannar,1084.69,10.45
2023-01-17,Transportation,Business Process Outsourcing,John Keells IT,Hambantota,523.55,4.85
2023-02-28,Manufacturing,Tea Plantations,Tea Smallholder Factories PLC,Jaffna,126.21,5.74
2023-09-26,Manufacturing,Software Services,Infomate,Gampaha,690.63,11.39
2023-06-01,Manufacturing,Supermarkets,Keells Super,Kilinochchi,163.12,24.17
2023-06-07,Warehousing,Supermarkets,Keells Super,Mullaitivu,791.37,17.59
2023-06-14,Transportation,Software Services,Infomate,Kandy,1062.79,22.59
2023-08-16,Transportation,Property Development,John Keells Properties,Jaffna,167.31,9.73
2023-01-04,Warehousing,Rubber Plantations,Keells Plantations,Gampaha,1187.93,3.1
2023-07-31,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Kegalle,280.92,20.11
2023-09-16,Transportation,Rubber Plantations,Tea Smallholder Factories PLC,Mullaitivu,879.72,23.04
2023-06-18,Manufacturing,Banking,Nations Trust Bank,Ratnapura,105.93,19.9
2023-05-13,Warehousing,Rubber Plantations,Tea Smallholder Factories PLC,Trincomalee,672.25,15.59
2023-02-26,Transportation,Property Management,John Keells Properties,Mannar,550.49,5.11
2023-04-12,Transportation,Logistics,South Asia Gateway Terminals,Badulla,513.4,12.96
2023-09-30,Manufacturing,Banking,Nations Trust Bank,Mullaitivu,1070.1,20.05
2023-07-23,Warehousing,Tea Plantations,Tea Smallholder Factories PLC,Moneragala,626.86,2.37
2023-02-25,Warehousing,Property Management,John Keells Properties,Polonnaruwa,368.51,22.06
2023-01-01,Warehousing,Logistics,John Keells Logistics,Moneragala,182.42,13.46
2023-09-30,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Mullaitivu,1100.01,9.27
2023-04-01,Transportation,Ports & Shipping,John Keells Logistics,Kandy,991.83,23.42
2023-04-03,Transportation,Supermarkets,Keells Super,Nuwara Eliya,837.65,15.54
2023-06-05,Transportation,Property Management,John Keells Properties,Kilinochchi,877.95,8.03
2023-10-14,Warehousing,Hotel Ownership,Whittall Boustead Travel,Kurunegala,453.58,23.66
2023-10-11,Transportation,Destination Management,Walkers Tours,Mannar,232.61,20.79
2023-02-20,Transportation,Frozen Confectionery,Keells Food Products,Galle,773.48,14.93
2023-08-21,Warehousing,Banking,Nations Trust Bank,Matara,590.7,18.14
2023-01-05,Manufacturing,Ports & Shipping,John Keells Logistics,Puttalam,108.16,1.94
2023-12-28,Manufacturing,Banking,Union Assurance,Ratnapura,262.36,11.71
2023-01-28,Transportation,Rubber Plantations,Keells Plantations,Colombo,1092.07,19.12
2023-07-07,Manufacturing,Business Process Outsourcing,John Keells IT,Mannar,833.88,22.98
2023-08-06,Warehousing,Other Financial Services,Nations Trust Bank,Kandy,305.97,5.49
2023-12-20,Transportation,Supermarkets,Keells Super,Trincomalee,157.15,24.06
2023-09-14,Warehousing,Property Management,John Keells Properties,Mullaitivu,197.69,14.79
2023-09-11,Warehousing,Tea Plantations,Tea Smallholder Factories PLC,Hambantota,1194.23,10.55
2023-02-07,Manufacturing,Supermarkets,Keells Super,Trincomalee,281.77,10.98
2023-07-09,Transportation,Banking,Nations Trust Bank,Colombo,248.08,10.17
2023-01-31,Transportation,Beverages,Ceylon Cold Stores,Batticaloa,159.67,8.83
2023-04-24,Warehousing,Banking,Union Assurance,Badulla,364.84,23.9
2023-03-24,Transportation,Business Process Outsourcing,Infomate,Puttalam,509.04,12.48
2023-07-07,Warehousing,Destination Management,Whittall Boustead Travel,Kilinochchi,537.84,1.25
2023-12-13,Transportation,Destination Management,Cinnamon Hotels & Resorts,Matale,224.21,8.24
2023-02-04,Manufacturing,Hotel Ownership,Walkers Tours,Colombo,304.72,14.08
2023-06-30,Warehousing,Insurance,Nations Trust Bank,Moneragala,428.35,5.9
2023-02-18,Manufacturing,Business Process Outsourcing,John Keells IT,Galle,411.21,19.83
2023-11-19,Warehousing,Property Management,John Keells Properties,Galle,558.29,8.24
2023-07-29,Manufacturing,Hotel Ownership,Walkers Tours,Kalutara,448.06,12.41
2023-04-05,Manufacturing,Rubber Plantations,Keells Plantations,Kandy,548.53,20.41
2023-12-05,Warehousing,Hotel Ownership,Walkers Tours,Mannar,642.32,6.61
2023-12-02,Transportation,Logistics,South Asia Gateway Terminals,Vavuniya,733.77,6.89
2023-10-01,Transportation,Other Financial Services,Nations Trust Bank,Mannar,886.0,16.24
2023-10-31,Warehousing,Rubber Plantations,Keells Plantations,Mannar,1177.24,3.31
2023-03-22,Warehousing,Frozen Confectionery,Keells Food Products,Polonnaruwa,537.92,4.23
2023-05-07,Manufacturing,Ports & Shipping,South Asia Gateway Terminals,Trincomalee,620.71,7.52
2023-11-16,Warehousing,Frozen Confectionery,Keells Food Products,Vavuniya,482.96,8.61
2023-05-30,Warehousing,Tea Plantations,Keells Plantations,Kilinochchi,432.32,19.59
2023-05-29,Warehousing,Convenience Foods,Keells Food Products,Jaffna,737.64,9.21
2023-07-05,Manufacturing,Convenience Foods,Keells Food Products,Mullaitivu,1052.92,24.03
2023-09-01,Warehousing,Convenience Foods,Ceylon Cold Stores,Ratnapura,993.43,13.66
2023-08-01,Manufacturing,Property Development,John Keells Properties,Mullaitivu,513.63,4.29
2023-08-13,Manufacturing,Tea Plantations,Tea Smallholder Factories PLC,Gampaha,766.81,9.31
2023-07-30,Transportation,Rubber Plantations,Keells Plantations,Polonnaruwa,1176.7,5.44
2023-11-20,Transportation,Business Process Outsourcing,Infomate,Colombo,698.95,24.79
2023-12-12,Manufacturing,Tea Plantations,Keells Plantations,Ampara,1153.21,2.86
2023-06-15,Manufacturing,Supermarkets,Keells Super,Gampaha,634.68,4.95
2023-01-15,Warehousing,Property Development,John Keells Properties,Kegalle,455.48,12.64
2023-12-29,Manufacturing,Business Process Outsourcing,Infomate,Kandy,922.35,4.75
2023-09-14,Transportation,Software Services,John Keells IT,Polonnaruwa,659.45,12.84
2023-05-31,Manufacturing,Property Management,John Keells Properties,Kilinochchi,757.07,20.85
2023-03-24,Manufacturing,Banking,Union Assurance,Colombo,287.22,20.7
2023-09-17,Warehousing,Logistics,John Keells Logistics,Moneragala,1079.8,19.89
2023-06-03,Manufacturing,Frozen Confectionery,Ceylon Cold Stores,Jaffna,458.27,1.28
2023-12-05,Manufacturing,Rubber Plantations,Tea Smallholder Factories PLC,Kegalle,982.15,2.55
2023-06-02,Transportation,Property Development,John Keells Properties,Kalutara,819.47,15.36
2023-08-25,Manufacturing,Destination Management,Walkers Tours,Gampaha,117.04,16.46
2023-09-06,Warehousing,Software Services,John Keells IT,Jaffna,196.89,4.3
2023-12-23,Manufacturing,Insurance,Union Assurance,Moneragala,1138.43,5.48
2023-11-10,Transportation,Frozen Confectionery,Ceylon Cold Stores,Kurunegala,480.81,9.24
2023-11-15,Warehousing,Rubber Plantations,Keells Plantations,Ampara,931.08,3.46
2023-11-30,Warehousing,Supermarkets,Keells Super,Hambantota,919.97,2.06
2023-03-25,Manufacturing,Tea Plantations,Keells Plantations,Vavuniya,602.23,22.18
2023-07-01,Transportation,Property Development,John Keells Properties,Ampara,130.71,6.97
2023-11-17,Manufacturing,Property Development,John Keells Properties,Nuwara Eliya,434.76,15.02
2023-03-04,Warehousing,Banking,Nations Trust Bank,Kegalle,263.41,21.01
2023-02-01,Transportation,Beverages,Keells Food Products,Galle,774.68,9.8
2023-11-02,Transportation,Ports & Shipping,John Keells Logistics,Ampara,581.1,1.78
2023-07-16,Manufacturing,Tea Plantations,Keells Plantations,Galle,653.37,12.0
2023-06-27,Warehousing,Insurance,Union Assurance,Puttalam,1004.18,4.24
2023-09-09,Manufacturing,Software Services,Infomate,Badulla,688.94,11.06
2023-05-25,Manufacturing,Software Services,John Keells IT,Mannar,513.54,13.45
2023-08-06,Manufacturing,Business Process Outsourcing,John Keells IT,Polonnaruwa,709.27,18.55
2023-04-07,Warehousing,Rubber Plantations,Tea Smallholder Factories PLC,Nuwara Eliya,324.34,2.08
2023-10-08,Transportation,Destination Management,Whittall Boustead Travel,Ampara,782.25,10.18
2023-06-12,Warehousing,Destination Management,Cinnamon Hotels & Resorts,Batticaloa,723.52,7.03
2023-10-01,Warehousing,Ports & Shipping,South Asia Gateway Terminals,Jaffna,226.22,3.34
2023-05-12,Warehousing,Property Development,John Keells Properties,Kegalle,869.2,12.47
2023-04-13,Warehousing,Hotel Management,Cinnamon Hotels & Resorts,Colombo,844.44,16.39
2023-02-04,Transportation,Beverages,Ceylon Cold Stores,Kilinochchi,441.71,22.13
2023-08-31,Warehousing,Tea Plantations,Tea Smallholder Factories PLC,Mullaitivu,577.56,12.28
2023-11-03,Manufacturing,Software Services,John Keells IT,Ampara,986.29,23.86
2023-10-11,Warehousing,Frozen Confectionery,Ceylon Cold Stores,Galle,868.05,14.67
2023-12-05,Transportation,Insurance,Nations Trust Bank,Anuradhapura,620.06,17.86
